review_id,text,rating,sentiment,text_length
sent_004577,"Sản phẩm sai giao mẫu, đặt cái mẫu rõ đẹp rõ sang xong tốc độ giao hàng về là 1 cái mẫu cho trẻ con, chú shipper và khá cọc cằn, nói chuyện qua điện thoại hay ship đến cũng nói chuyện rất khó chịu",1,negative,45
sent_004597,"Sản phẩm sai giao mẫu, mua cái mẫu rõ đẹp rõ sang xong tốc độ giao hàng về là 1 cái mẫu cho trẻ con, chú shipper và khá cọc cằn, nói chuyện qua điện thoại hay ship đến cũng nói chuyện rất khó chịu",1,negative,45
sent_000138,"Tạm ổn, gỗ cắt hơi lệch, lắp xong giá sách bị cong mất 2 thanh ở trên cùng và dưới cùng, bản hướng dẫn và các tấm ván gỗ cần đánh số thứ tự, chiều lắp để thuận tiện lắp ráp và sử dụng",1,negative,44
sent_004840,"Sản phẩm sai giao mẫu, đặt cái mẫu rõ trông đẹp rõ sang xong giao hàng về là 1 cái mẫu cho trẻ con, chú shipper và khá cọc cằn, nói chuyện qua điện thoại hay ship đến cũng nói chuyện rất khó chịu",1,negative,44
sent_004844,"Sản phẩm sai giao mẫu, mua cái mẫu rõ trông đẹp rõ sang xong giao hàng về là 1 cái mẫu cho trẻ con, chú shipper và khá cọc cằn, nói chuyện qua điện thoại hay ship đến cũng nói chuyện rất khó chịu",1,negative,44
sent_003693,"Sản phẩm sai giao mẫu, đặt cái mẫu rõ đẹp rõ sang xong giao hàng về là 1 cái mẫu cho trẻ con, chú shipper và khá cọc cằn, nói chuyện qua điện thoại hay ship đến cũng nói chuyện rất khó chịu",1,negative,43
sent_003874,"Sản phẩm sai giao mẫu, mua cái mẫu rõ đẹp rõ sang xong giao hàng về là 1 cái mẫu cho trẻ con, chú shipper và khá cọc cằn, nói chuyện qua điện thoại hay ship đến cũng nói chuyện rất khó chịu",1,negative,43
sent_000056,"Rất không vui khi mình mua sản phẩm Tiki khá nhiều mà lần này sản phẩm đến tay khi mở ra bị mẻ mất 1 góc, không hài lòng chút nào, rất muốn bên Tiki đổi lại sản phẩm mới cho mình",1,negative,42
sent_002395,Sản phẩm mới có thể là em lm gật gật gù lưng realmi c3 ko biết đường gửi ảnh xem phim tinh cam cua ca non nớt nhưng vẫn có tiền ăn học chưa có ATM của tao mk chính sách,1,negative,41
sent_002523,"Sau khoảng 3 tháng sử dụng thì tai nghe bên trái hay bị lỗi, thường ngắt kết nối, bỏ vô hộp không sạc, bữa trức xài còn 37% bỏ vô hộp giờ tai bên phải 100% nhưng tai trái vẫn 37%",1,negative,41
sent_002582,"Minh đặt 2 cái luôn , khi đóng gói thi k dán tem hàng dẻ vỡ , để khi vận chuyển được cẩn thận chút , tới nhận hàng bị bể hết cả hai , không biết gì luôn bây giờ",1,negative,41
sent_002760,"Đơn hàng đặt, báo giao thứ 6, 29/6, hết ngày 30/6 vẫn chưa nhận được, gọi thì hứa hẹn giao trong thứ bảy, trong khi không hề có 1 cuộc gọi hay tin nhắn nào thông báo v/v chậm giao hàng",1,negative,41
sent_000258,sản phẩm rất tốt nhưng hướng dẫn lắp ráp khá sơ xài và quan trọng nhất là NHÂN VIÊN GIAO HÀNG TỰ Ý THAY ĐỔI Đ/C VÀ GIAO CHO NGƯỜI KHÁC KHI CHƯA ĐƯỢC SỰ ĐỒNG Ý CỦA NGƯỜI NHẬN,1,negative,40
sent_001887,"Mặc dù săn được flashsale nhưng mình nhận được tai nghe đã bị hỏng mất bên trái , dây thì dày dặn mà hỏng 1 bên coi như vứt , Mall mà làm ăn thế này thì không ổn !!!!",1,negative,40
sent_003942,"Đúng nghĩa tiền nào của đó, mỏng tanh, hình và nhận đc khá nhau hoàn toàn nha mấy má, ham rẻ thì chịu giống mình, hình loại 1 nhận loại 10 , nảy giặt 1 nước bay hết màu, haizzz",1,negative,40
sent_004344,"Đúng nghĩa tiền nào của đó, mỏng tanh, hình và nhận đc khá nhau hoàn toàn nha mấy má, ham rẻ thì chịu giống tôi, hình loại 1 nhận loại 10 , nảy giặt 1 nước bay hết màu, haizzz",1,negative,40
sent_000239,"Mua hàng từ 26/02/2020, đến giờ chưa nhận được hàng mà tiền thì đã trừ rồi! Không biết nên đánh giá thế nào? Giữa tiki và giao nhận có vấn đề gì mà chưa đến tay người mua hàng???",1,negative,39
sent_003826,"Sau khi mình đặt hàng cửa hàng có nhắn tin yêu cầu cửa hàng đổi mẫu, không trả lời và tự ý cung cấp mẫu, có phải như vậy mình không thích cửa hàng tôn trọng người mua hàng?",1,negative,39
sent_003889,"Sau khi mình mua hàng cửa hàng có nhắn tin yêu cầu cửa hàng đổi mẫu, không trả lời và tự ý cung cấp mẫu, có phải như vậy mình không thích cửa hàng tôn trọng người mua hàng?",1,negative,39
sent_004685,"Sau khi tôi đặt hàng cửa hàng có nhắn tin yêu cầu cửa hàng đổi mẫu, không trả lời và tự ý cung cấp mẫu, có phải như vậy tôi không thích cửa hàng tôn trọng người mua hàng?",1,negative,39
sent_004693,"Sau khi tôi mua hàng cửa hàng có nhắn tin yêu cầu cửa hàng đổi mẫu, không trả lời và tự ý cung cấp mẫu, có phải như vậy tôi không thích cửa hàng tôn trọng người mua hàng?",1,negative,39
sent_001973,"Âm thanh rất tệ (nghe khá chói tai) nhưng mà thôi mua có 10k nên thôi tạm chấp nhận , khuyên ai đang đọc đánh giá để mua nên suy nghĩ kỹ ,giá rẻ nhưng không ngon đâu",1,negative,38
sent_002120,"Mặc dù đeo đúng 2 bên tai nhưng âm thanh bị ngược 2 bên, bên trái nghe ra tiếng bên phải, rất khó chịu khi chơi game, tai nghe này mua nghe nhạc hay gì đó thì được",1,negative,38
sent_002646,Đuong may ẩu dày nặng giặt khó khăn hàng bị lũng lỗ nên loi bong ra ngoài xài 1 lần vứt luôn chứ giặt tay thi ko nổi giặt máy thi banh chành mà may cung ko đc,1,negative,38
sent_002720,"Xài được 2 tháng là các đường chỉ mày Trần bung hết ra ko còn hình quả trám nữa làm cái thảm hại lớp ko dính vào nhau nữa nhìn rất lùng bùng, còn mặt nỉ vẫn tốt",1,negative,38
sent_002722,"Mình mua khá lâu rồi, sản phẩm mềm mịn êm ái tuy đường chỉ may bị bong rất nhiều chỗ và bông bay bụi nhiều, không thích hợp cho trẻ nhỏ, người già và người bị viêm mũi",1,negative,38
sent_003954,"Đặt mẫu số 4 trong hình thì phần trên màu xám nhưng lại giao màu xanh, còn chỉ thì cắt ko gọn gàng nhìn rất thô ,biết là tiền nào của đó nhưng shop hãy cẩn thận hơn",1,negative,38
sent_004748,"Treo đầu dê bán thịt chó, mua đc sale lỗi viền nhẹ thì cũng k chê trách gì, nhưng đặt 1m2 thì giao 1m k vừa nổi đệm, hnay mới lôi ra để lồng vào sản phẩm đc",1,negative,38
sent_004755,"Treo đầu dê bán thịt chó, mua đc sale lỗi viền nhẹ thì cũng k chê trách gì, nhưng mua 1m2 thì giao 1m k vừa nổi đệm, hnay mới lôi ra để lồng vào sản phẩm đc",1,negative,38
sent_003345,"Tai nghe chả hiểu sao lúc gói đơn không kiểm tra hay sao mà gửi tai nghe lỗi cho mình, 2 chỗ tai nghe cùng 1 phía thì nghe kiểu gì, đút cùng 1 bên tai à?",1,negative,37
sent_003706,"Treo đầu dê bán thịt chó, mua đc sale lỗi viền nhẹ thì cũng k chê trách gì, nhưng đặt 1m2 thì giao 1m k vừa nổi đệm, hnay mới lôi ra để lồng vào ga đc",1,negative,37
sent_003876,"Treo đầu dê bán thịt chó, mua đc sale lỗi viền nhẹ thì cũng k chê trách gì, nhưng mua 1m2 thì giao 1m k vừa nổi đệm, hnay mới lôi ra để lồng vào ga đc",1,negative,37
sent_004660,"Tai nghe chả hiểu sao lúc gói đơn không kiểm tra hay sao mà gửi tai nghe lỗi cho tôi, 2 chỗ tai nghe cùng 1 phía thì nghe kiểu gì, đút cùng 1 bên tai à?",1,negative,37
sent_002513,"Mua cái đầu tiên xài được 1 tháng thì bị hỏng 1 bên ko nghe được, mang đi bảo hành thì delay hơn cả tháng cứ nói là đang bảo hành mà không hẹn ngày xong",1,negative,36
sent_002517,"mua về tai nghe để bên ngoài không kết nối cũng bị tụt hơn 10% pin cho 1 tiếng đồng hồ, báo tiki thu hồi kiểm tra nay đã đúng 1 tuần, chưa xử lý xong",1,negative,36
sent_004235,"Đặt mẫu số 4 trong hình, phần trên màu xám, nhưng giao sản phẩm màu xanh, phần chỉ cắt không gọn gàng, nhìn thô, biết bao nhiêu tiền, nhưng cửa sản phẩm nên cẩn thận hơn",1,negative,36
sent_004486,"Đặt mẫu số 4 trong hình, phần trên màu xám, nhưng thời gian giao hàng màu xanh, phần chỉ cắt không gọn gàng, nhìn thô, biết bao nhiêu tiền, nhưng cửa hàng nên cẩn thận hơn",1,negative,36
sent_004621,"Đặt mẫu số 4 trong hình, phần trên màu xám, nhưng tốc độ giao hàng màu xanh, phần chỉ cắt không gọn gàng, nhìn thô, biết bao nhiêu tiền, nhưng cửa hàng nên cẩn thận hơn",1,negative,36
sent_004757,"Canh sale gia re ak, ma meo hieu sao sản phẩm giuong hoi vai dai luon ak moi nguoi, chan cha buon noi, dem di tay roi nsản phẩmm nc xa phoi nang cac the loai",1,negative,36
sent_000142,"hàng đặt 10/1 mà tới 21/1 mới giao,giao tới ráp lên thì bị lỗi sản phẫm, 2 thanh dài lỗ đinh ko khớp, giờ kệ nó k cố định đc, shop có giao đổi ko???",1,negative,35
sent_002005,"sp sử dụng bị hư 1 bên, chất lượng kém , đúng là tiền nào của đấy , nhắn tin thì shop ko phản hồi , tốt nhất nên tìm hàng chất lượng mà mua",1,negative,35
sent_002641,"Mặc dù mua hàng của tiki trading mà thấy sp phẩm cái lông rất dễ bong, cảm giác như hàng mã, mặc dù sp đc sale giảm còn 1 nửa mà chả thấy đáng tiền",1,negative,35
sent_003934,Đắt hơn 20k mặc dù chất y hệt thế so với bộ mình mua ở 1 shop khác :)) và các mẫu cũng ít lựa chọn hơn nữa nếu k muốn nói toàn mẫu xấu,1,negative,35
sent_004341,Đắt hơn 20k mặc dù chất y hệt thế so với bộ tôi mua ở 1 shop khác :)) và các mẫu cũng ít lựa chọn hơn nữa nếu k muốn nói toàn mẫu xấu,1,negative,35
sent_002100,"Sp bị lỗi tai nghe bên trái bị đổi thành bên phải, còn bên phải lại đổi thành bên trái, nếu đeo ngược lại thì thì no sẽ bị bít lỗ nghe rất nhỏ",1,negative,34
sent_002648,Đặt màu vàng mà lại giao màu tím ! thất vọng thiệt chứ ! Làm ơn lần sau giao đúng màu cho khách nhé ! Vì mỗi người thích mỗi màu khác nhau mà,1,negative,34
sent_003901,"Canh sale gia re ak, ma meo hieu sao ga giuong hoi vai dai luon ak moi nguoi, chan cha buon noi, dem di tay roi ngam nc xa phoi nang cac the loai",1,negative,34
sent_004099,"Đặt mẫu số 4 trong hình, phần trên màu xám, nhưng giao hàng màu xanh, phần chỉ cắt không gọn gàng, nhìn thô, biết bao nhiêu tiền, nhưng cửa hàng nên cẩn thận hơn",1,negative,34
sent_004311,"Đặt mẫu số 4 trong hình, phần trên màu xám, nhưng giao sp màu xanh, phần chỉ cắt không gọn gàng, nhìn thô, biết bao nhiêu tiền, nhưng cửa sp nên cẩn thận hơn",1,negative,34
sent_004418,Nhân viên thời gian giao hàng cục súc hàng thì coi trên mẫu là nó có cái cục âm thanh nhưng đặc hàng giao ra thì hk có🙁Hơi thất vọng 1 chút xíu 🤦,1,negative,34
sent_004554,Nhân viên tốc độ giao hàng cục súc hàng thì coi trên mẫu là nó có cái cục âm thanh nhưng đặc hàng giao ra thì hk có🙁Hơi thất vọng 1 chút xíu 🤦,1,negative,34
sent_004771,Phải có 2 người cùng bọc mới giữ được các góc và sản phẩm giường cũng không phủ hết được độ dày/cao của nệm :( Giặt xong vẫn có mùi như mới xuất xưởng,1,negative,34
sent_000225,Mình cũng mua một bộ nhưng bên Tiki giao nhầm hàng và từ đó đến này đã gần 2 tuần nhưng tiki không thu hồi được và liên tục xin lỗi khách hàng,1,negative,33
sent_001876,"lừa đảo, vẫn chưa nhận được hàng, nhắn tin cho shop không ai trả lời, có 1k mà cũng lừa được :)))) nhìn shop cũng uy tín mà lừa 1k, chịu luôn á",1,negative,33
sent_002392,"TAi nghe , chỉ nghe được giọng nói thôi , nghe nhiều rè mà chói tai , bass thì hầu như kh có , tiếng rẻ , chất liệu oặt tà là vằn",1,negative,33
sent_004042,Phải có 2 người cùng bọc mới giữ được các góc và ga giường cũng không phủ hết được độ dày/cao của nệm :( Giặt xong vẫn có mùi như mới xuất xưởng,1,negative,33
sent_004247,Sản phẩm khác mẫu mình mong muốn nhưng mình vẫn nhận và yêu cầu cửa sản phẩm đổi sản phẩm cho mình nhưng cửa sản phẩm không phản hồi lại cho mình nhé!,1,negative,33
sent_004358,Sản phẩm khác mẫu tôi mong muốn nhưng tôi vẫn nhận và yêu cầu cửa sản phẩm đổi sản phẩm cho tôi nhưng cửa sản phẩm không phản hồi lại cho tôi nhé!,1,negative,33
sent_001827,Tr ơii dùng 1 lần là hỏng cmn luôn khuyên mọi ng kh nên mua nhé rất chi là tốn tiền Á mà lại còn lỏng tịt âm thanh quá thất vọng,1,negative,32
sent_001883,Ko hiểu sao shop gửi cho mình tai nghe hai bên như nhau vậy luôn á:))) Gói hàng bao bọc cũng rất gì này nọ mở ra thấy vậy hụt hẫng luôn,1,negative,32
sent_002689,"Đã mua hàng ở tiki rất nhiều lần, nhữn lần trước rất hài lòng tuy nhiên 2 lần gần nhất giao hàng cực kì chậm, gần 10 ngày (mình ở TP HCM)",1,negative,32
sent_003458,Nhân viên giao hàng cục súc hàng thì coi trên mẫu là nó có cái cục âm thanh nhưng đặc hàng giao ra thì hk có🙁Hơi thất vọng 1 chút xíu 🤦,1,negative,32
sent_003668,Mình có nhắn tin rieng cho shop để đổi mẫu sau khi đặt shop ko trả lời và tự ý giao mẫu mình ko thích shop có tôn trọng ng mua không?,1,negative,32
sent_003870,Mình có nhắn tin rieng cho shop để đổi mẫu sau khi mua shop ko trả lời và tự ý giao mẫu mình ko thích shop có tôn trọng ng mua không?,1,negative,32
sent_004677,tôi có nhắn tin rieng cho shop để đổi mẫu sau khi đặt shop ko trả lời và tự ý giao mẫu tôi ko thích shop có tôn trọng ng mua không?,1,negative,32
sent_004690,tôi có nhắn tin rieng cho shop để đổi mẫu sau khi mua shop ko trả lời và tự ý giao mẫu tôi ko thích shop có tôn trọng ng mua không?,1,negative,32
sent_001856,"Tai nghe dùng được 1 ngày 1 bên tai nghe bị rè, cắm dây vào đt âm lượng bị nhảy lung tung lúc thì tăng hết cỡ lúc thì bình thường",1,negative,31
sent_001858,mua về thì test thì tai nọ xuyên tai kia với giá như này thì cũng rẻ nhưng chất lượng thì rất tồi ko hiểu sao nữa rất thất vọng luônn,1,negative,31
sent_001968,Tai bị hỏng một bên nên tôi đã bỏ đi k như trên hình quảng cáo nhưng tôi vẫn nhận hàng dịch vụ vận chuyển và người giao hàng rất tốt,1,negative,31
sent_002302,"Mình đặt 2c nhưng giao 1c, bên ngoài hộp có ghi rõ 2c nhưng hộp chỉ có 1c => nên mình nghĩ đây là cố ý chứ không phải vô ý",1,negative,31
sent_002324,"Hàng kém chất lượng, dùng được 4 đến 5 ngày là có dấu hiệu bị rè, nút đậy cũng lỏng lẻo, mình thấy không chắc chắn, có dấu hiệu bị rỉ",1,negative,31
sent_002509,"Mình mua sản phẩm ngày 04/05/2019, sử dụng đến ngày 27/4/2020 thì lăn ra lỗi ko nghe, ko sạc, ko kết nối đc, tức là còn 8 ngày để bảo hành",1,negative,31
sent_002538,"Dịch vụ bảo hành quá chán , tai nghe dùng được 6 tháng lỗi mang đi bảo hành gần tháng gọi điện hỏi vẫn chưa xong , tháng sau mới xong",1,negative,31
sent_002630,hàng có giá hơn 400k sale còn 145 tưởng cao cấp vậy mà thất vọng quá chất lượng tương đương với giá đã sale thôi kích thước thì thiếu ko chuẩn,1,negative,31
sent_002643,Màu thì ko đúng như mình đặt mình đặt đỏ đô mà gởi đỏ tươi kích thước thì 1m8x2m ma gởi chỉ có1m6 thôi còn chỉ thì hơi bung 1 ít,1,negative,31
sent_003860,"Treo đầu dê bán thịt chó, mua bán giá hơi góc cạnh thì khỏi chê, còn đặt 1m2 thì ra 1mk thôi, nổi nệm hoặc kéo ra nhét vào đổ xăng",1,negative,31
