review_id,text,rating,sentiment_label,sentiment_5class,text_length,split
sent_000058,"Kệ nhiều vết trầy xước, có chỗ lắp bị lệch, nhưng bù lại giao hàng nhanh (hôm trc đặt, hôm sau đã giao rồi), kệ chắc chắn, giá rẻ, nên mình cho 4 sao, sản phẩm đáng để mua nha mn",4,positive,rating_4,41,train
sent_000059,"sản phẩm ok, đẹp chắc chắn, mình con gái tự lắp dễ dàng",4,positive,rating_4,13,train
sent_000060,Kệ sách đẹp,4,positive,rating_4,3,train
sent_000061,"giá mua là 538k lúc sale, giá cả hợp túi tiền, hàng đẹp, mình dư đc 1 đinh ốc, có vài lỗi nhỏ nhưng chấp nhận được như bóng tróc góc, mẻ góc",4,positive,rating_4,33,valid
sent_000062,Sp kệ tốt nhưng dịch vụ giao hàng và thời gian giao hàng cực kì tệ,2,negative,rating_2,16,train
sent_000063,Đặt hàng 2-3h nhận nhưng 5h sau mới nhận được hàng trong khi trả tiền nhiều hơn mục đích nhận đơn sớm,2,negative,rating_2,22,valid
sent_000064,Chất lượng tốt hơn mình nghĩ nhiều,4,positive,rating_4,7,train
sent_000065,"Sản phẩm dc bao bọc chắc chắn, kín, ko bị mẻ hay xước xát gì",4,positive,rating_4,15,train
sent_000066,"Về giá rất ok vì mua được sale; khâu giao hàng hơi ức chế vì kho cách nhà 3km mà hẹn lần lữa 2 hôm không giao, buộc mình phải đến tận nơi để lấy; về sản phẩm khoan lỗ chính xác, bắt dễ dàng, tuy nhiên không đi kèm con ốc nào, ốc phải mua ngoài (1*), ván có tấm bị cong nên sp không vuông vắn lắm, để kịch xuống sàn như cái bập bênh, phải chế mấy cái chân kê để nâng lên khoảng 1cm so với sàn",3,neutral,rating_3,91,train
sent_000067,"Ưu: kệ sách đẹp, chất lượng đánh giá ban đầu là tốt, khá dễ lắp, chỉ tốn chừng 1 tiếng là có thể bắt vít chắc chắn, nhiều ngăn để sách, giá cả tương đối rẻ",5,positive,rating_5,36,train
sent_000068,thông báo là thứ 7 nhận đc hàng mà thứ 5 đã nhận hàng đc rồi,4,positive,rating_4,16,train
sent_000069,"Kệ sách đẹp lắm luôn, cũng không khó lắp lắm, mình là con gái mà còn tự lắp được",5,positive,rating_5,19,train
sent_000070,"Tốt trong tầm giá, cứng cáp, chắc chắn, bạn nào có mua hành đặt giao công ty thì nên cân nhắc, hàng hơi cồng kềnh (chiều dài), nặng khoảng 20kg, khi lắp đừng nên theo tờ giấy hướng dẫn, nó trớt quớt luôn, hình có 13 tấm, trong khi thực tế là 15 tấm, nên xem hình sản phẩm giới thiệu (y hình)",3,neutral,rating_3,63,train
sent_000071,"Đầu tiên là khâu vận chuyển: giao hàng nhanh, đóng gói vô cùng cẩn thận (mặt này TIKI chưa bao giờ làm mình thất vọng)",5,positive,rating_5,25,train
sent_000072,"Mấy lỗ để bắt vít đôi khi không khớp nên bị lệch đôi chút, chỗ trồi chỗ sụt",1,negative,rating_1,18,train
sent_000073,"Mình mua giá sách cùng với một tai nghe, hình thức thanh toán chỉ có zalopay khiến hơi bất tiện, phải liên kết ngân hàng hoặc nhờ người quen",2,negative,rating_2,29,train
sent_000074,Cực kì hài lòng về cái kệ sách này,5,positive,rating_5,9,train
sent_000075,"tiki giao hàng thần tốc, mới vừa đặt tối hôm qua mà sáng nay đã giao 🤣 hết hồn luôn",5,positive,rating_5,20,valid
sent_000076,"Kệ giống hình, đẹp, nhưng gỗ ép hơi mềm, có 2 lỗ bị lờn không vặn vừa, tuy nhiên với giá tiền như vậy cũng tạm chấp nhận",3,neutral,rating_3,28,valid
sent_000077,Kệ sách tốt,4,positive,rating_4,3,train
sent_000078,"Hàng giao đúng mẫu, đúng màu, đóng gói chắc chắn, đủ ốc vít",4,positive,rating_4,13,test
sent_000079,"Mình nhận được kệ khi mở ra thì có rất nhiều tấm ván bị mẻ góc, nham nhở, chỉ dán cạnh bị bung",1,negative,rating_1,23,valid
sent_000080,Hàng lắp xong đẹp hơn mình tưởng tượng ❤️,5,positive,rating_5,9,train
sent_000081,"Giao hàng sớm hơn 2 ngày so với dự kiến, nhân viên giao hàng lịch sự, hàng được đóng gói cẩn thận",5,positive,rating_5,22,train
sent_000082,"Kệ chắc, đẹp như quảng cáo, nhà có máy khoan nên chỉ nửa tiếng là lắp xong, tiki giao hàng sớm hơn dự kiến 2 ngày 😘 bạn shipper cũng dễ thương nữa",5,positive,rating_5,33,train
sent_000083,"Xinh, mịn, đẹp, mua qua mạng nên cx đau tim lắm cơ, may là bên tiki gói kĩ càng k mẻ chỗ nào 😗",5,positive,rating_5,24,train
sent_000084,đặt từ sáng giá 408k,3,neutral,rating_3,5,train
sent_000085,"Tôi đặt hàng và thanh toán trước (Visa ngày 18/6/2020)và gói TIKI NOW, Tiki báo giao trước 12h (19/6/2020), co người dt và nhắn tin giao trước 15h (19/6/20), mình phải đi làm, nhờ nhà hàng xóm nhận giúp, vậy mà đến sáng 22/6/20 vẫn chưa giao mà cũng không 1 cuộc điện thoại báo hồi lại",1,negative,rating_1,57,train
sent_000086,"Gỗ kém chất lượng , Ôt vít xiết nặng tay là bị tuột bulông ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------",1,negative,rating_1,15,test
sent_000087,"Hàng tốt, gỗ MDF cứng chất lượng",5,positive,rating_5,7,test
sent_000088,mình mua hôm khuyến mãi nên giá khá tốt,4,positive,rating_4,9,train
sent_000089,"Mình đặt hàng sau 3 4 ngày nhận được, giao hàng bằng ninjavan",3,neutral,rating_3,13,valid
sent_000090,"- Về ship hàng: shiper giao được tới tận nhà dù nhà trong hẻm, hàng nguyên si, không sứt mẻ gì",4,positive,rating_4,21,train
sent_000091,"Kệ đẹp, chắc chắn , rẻ so với giá 540k, tiện nhất là giao đến tận nhà không phải mất công đi chở",5,positive,rating_5,23,train
sent_000092,"Không có gì để chê luôn, không 1 vết xước, kệ cứng cáp, dễ lắp (mình nghĩ con gái làm dễ dàng lun)",5,positive,rating_5,23,valid
sent_000093,"Mất khoảng 1 tiếng để lắp ráp nhưng khá hài lòng, tủ khá chắc chắn và chứa dc nhìu sách",5,positive,rating_5,20,train
sent_000094,Hàng được đóng gói cẩn thận khi giao,4,positive,rating_4,8,train
sent_000095,"Do tầm giá này cũng không đòi hỏi được gì nhiều nhưng sản phẩm này sẽ tốt hơn nếu thiết kế phần vặn ốc tiện hơn, đảm bảo các bạn là vặn hết số ốc đó vô thì tay nổi chuột luôn đó :D",2,negative,rating_2,44,test
sent_000096,"Kệ sáng , đẹp",5,positive,rating_5,4,train
sent_000097,"Sản phẩm tốt, phù hợp với giá thành",5,positive,rating_5,8,train
sent_000098,"sản phẩm rất chắc chắn, đẹp và nặng",5,positive,rating_5,8,valid
sent_000099,Hài lòng với việc giao hàng của Tiki,4,positive,rating_4,8,train
sent_000100,"mình mua kệ này lần 2, lần 1 giao trễ 1tuần, và lần 2 này lại tiếp tục chưa giao tới nữa",1,negative,rating_1,22,train
sent_000101,"Mình mua 1 kệ màu vân gỗ sồi, màu rất ưng, sáng mà ko sợ dơ",4,positive,rating_4,16,test
sent_000102,Cảm ơn Tiki và nhà cung cấp! Tiki giao hàng rất nhanh ạ,5,positive,rating_5,13,valid
sent_000103,tủ đẹp giống như mô tả,4,positive,rating_4,6,test
sent_000104,"Lần đầu tiên mua kệ sách của IGEA, giao hàng nhanh chóng",5,positive,rating_5,12,train
sent_000105,"Kệ tốt, chắc chắn",4,positive,rating_4,4,train
sent_000106,"Đây là một sản phẩm đẹp, được đóng chắc chắn, thiết kế thông minh",5,positive,rating_5,14,train
sent_000107,Lần đầu tiên mua hàng qua mạng mà không bị mẹ cằn nhằn vì đẹp quá mà,5,positive,rating_5,17,train
sent_000108,"Do ốc vít của sản phẩm kèm theo hơi nhỏ, vặn ko được chắc, cảm giác kệ không được vững, Nên thay bằng vít to hơn",1,negative,rating_1,26,valid
sent_000109,"Mình lắp rất chuẩn nhưng khi dựng lên thì kệ không chắc chắn, rất dễ ngã",1,negative,rating_1,16,valid
sent_000110,"Tiki giao nhanh hơn dự kiến, kệ đẹp, ổn và khá dễ lắp ráp",5,positive,rating_5,14,test
sent_000111,"Sản phẩm đẹp, lắp ghép rất dễ dàng",5,positive,rating_5,8,valid
sent_000112,"Ncc bán hàng kì quá, để giá 565k nhưng khi chọn kệ màu trắng thì tăng giá thành 745k nhưng thôi mình cũng mua & đã thanh toán, qua hôm sau vào xem lại thấy giảm kệ trắng còn có 565k thôi, sao không giảm ngay từ đầu cho khách hàng chung 1 mức giá mà để 2 giá như vậy, sau 1 ngày lại giảm 😥😥😥",1,negative,rating_1,67,train
sent_000113,Đầu tiên là nhân viên giao hàng rất lịch sự và tốt bụng,5,positive,rating_5,13,train
sent_000114,lúc mua sản phẩm giá là 596k,3,neutral,rating_3,7,train
sent_000115,"hàng đẹp, ko trầy xước, dễ lắp ghép, địa chỉ nhà mình rất khó tìm mà ship vẫn đến tận cửa, mình đặt thứ 6, báo thứ 5 tuần sau mới giao mà thứ 7 đã thấy gọi điện báo nhận hàng rồi, may mà có người ở nhà, nhưng giao sớm vẫn tốt hơn giao muộn, shop nên có nhiều sản phẩm ntn thì sẽ nhiều ng mua hơn, chúc làm ăn ngày càng phát triển, thanks",5,positive,rating_5,78,train
sent_000116,"giao hàng quá nhanh luôn, anh giao hàng phi vào tận sân vác hàng vào tận nhà 😍",5,positive,rating_5,18,train
sent_000117,Hàng đẹp xuất sắc giao đúng hẹn,5,positive,rating_5,7,train
sent_000118,"Lụi cụi 1 mình ghép cũg cả tiếg, lần đầu ngồi ghép kệ cũg thú vị",3,neutral,rating_3,16,valid
sent_000119,"kệ sách lắp ráp dễ dàng, khá chắc chắn, nhìu ngăn tiện lợi, giá thành lại rất rẻ, kệ ván ép gỗ mà giá mua chỉ hơn có 500k, cực kỳ hài lòng khi chọn mua sản phẩm này",5,positive,rating_5,39,train
sent_000120,Giá hợp lý,4,positive,rating_4,3,train
sent_000121,Sản phẩm thực tế không giống ảnh,2,negative,rating_2,7,test
sent_000122,"- Kệ lắp ráp dễ dàng, chắc chắn",5,positive,rating_5,8,train
sent_000123,"Hướng dẫn sơ xài, làm xoắn não cũng là một điểm cộng, do mình khoái trò lắp ráp",1,negative,rating_1,18,valid
sent_000124,"kệ sách nặng xỉu, may xài now nên fs, săn được deal giá siêu tốt",5,positive,rating_5,15,train
sent_000125,"sản phẩm kệ được thiết kế các ô to nhỏ xen kẽ theo kiểu zich zac, vậy mà các lỗ khoan vít lại khoan đối xứng nhau ở hai thanh cạnh, chẳng hiểu thợ làm ăn như nào, ko biết có đổi lại được không và nếu đổi được thì có phải mất phí ship lần nữa ko",1,negative,rating_1,58,valid
sent_000126,"Chắc chắn, xinh xắn",5,positive,rating_5,4,train
sent_000127,"Ván đẹp, các chi tiết rất đều đặn, dễ lắp ráp nhưng đừng vặn vít quá sát vì là ván gỗ ép",5,positive,rating_5,22,valid
sent_000128,"Mua về tự lắp rất thú vị, tuy nhiên hạn chế lắp sai, vì lắp sai khoảng 2 lần thì con vít không vặn chặt vào được khiến giá sách bị rung rinh, nhưng cực kì hài lòng với giá sách vì giá cả trên tiki lúc mình mua là rẻ gần 1 nửa so với cửa hàng khi mua ngoài",4,positive,rating_4,61,train
sent_000129,"Kệ lắp rắp cũng dễ, tuy nhiên hạn chế là thấy mấy con vít bên hông kệ gây mất thẩm mỹ, giao đúng hẹn, đúng màu, 619k cho 1 cái kệ",3,neutral,rating_3,31,train
sent_000130,rất không hài lòng về sản phẩm,1,negative,rating_1,7,valid
sent_000131,"Tôi thường mua sản phẩm trên Tiki, đây là sản phẩm tôi thấy hài lòng nhất: vừa đẹp vừa phù hợp giá tiền",5,positive,rating_5,23,train
sent_000132,"mình có đặt mua 1 kệ, dat hang tu 15/10 , nhưng đến 30/10 mới giao, do bận việc hôm nay mới mở kiện hàng ra lắp, kệ lắp gần xong phát hiện thiếu 1 thanh ngang dài như hình, nhờ shop chịu khó gửi bổ sung cho mình nhé",1,negative,rating_1,50,train
sent_000133,"Đóng gói cẩn thận, nhưng quá trình gia công sản phẩm bị lỗi 2 tấm, sứt cạnh",3,neutral,rating_3,17,train
sent_000134,Hàng mình chưa sử dụng nên chưa đành giá nhưng rõ ràng lúc mình đặt hàng là giá khuyến mãi là có 500k nhưng lúc đơn hàng giao lại là 599 cộng phụ phí gần 60k,2,negative,rating_2,36,train
sent_000135,"Kệ chắc lắm nha cả nhà, đựng được nhiều sách nữa",5,positive,rating_5,11,train
sent_000136,"Mình tự lắp hơn 1 tiếng, khá là ưng ý sản phẩm rẻ và chất lượng 👌 con gái tự làm, tự vặn vít mỏi cả 2 tay nhưng nhìn thành quả này rất vui",5,positive,rating_5,35,train
sent_000137,"chưa biết chất lượng sp ra sao nhưng bạn giao hàng có thái độ cục súc quá, mặt hầm hầm",1,negative,rating_1,20,train
sent_000138,"Tạm ổn, gỗ cắt hơi lệch, lắp xong giá sách bị cong mất 2 thanh ở trên cùng và dưới cùng, bản hướng dẫn và các tấm ván gỗ cần đánh số thứ tự, chiều lắp để thuận tiện lắp ráp và sử dụng",1,negative,rating_1,44,test
sent_000139,"Khá chắc chắn, mình là con gái cũng tự lắp đc, mấy ốc cuối nghĩ nó ko khớp nhưng thật ra ko phải, điều chỉnh lại 1 chút là vừa luôn, k cần lấy khoan đục lỗ mới, nói chung là ok, Tiki giao hàng cẩn thận 👍",5,positive,rating_5,48,train
sent_000140,"Kệ đẹp, chất lượng gỗ tốt",5,positive,rating_5,6,train
sent_000141,Dễ lắp vô cùng,5,positive,rating_5,4,train
sent_000142,"hàng đặt 10/1 mà tới 21/1 mới giao,giao tới ráp lên thì bị lỗi sản phẫm, 2 thanh dài lỗ đinh ko khớp, giờ kệ nó k cố định đc, shop có giao đổi ko???",1,negative,rating_1,35,train
sent_000143,"Kệ khá đẹp, dễ lắp ráp",5,positive,rating_5,6,train
sent_000144,Chiếc kệ xinh xắn đáng êu nhất mà mình từng mua,5,positive,rating_5,11,train
sent_000145,"Vận chuyển nhanh chóng, bọc cẩn thận, không bị va đập",5,positive,rating_5,11,valid
sent_000146,"Kệ giá tốt lại đẹp lắm nha, ráp cũng dễ mình tốn khoảng 30p, các lỗ khoan sẵn bắt vít ngay khớp luôn",5,positive,rating_5,23,valid
sent_000147,"Hàng đẹp, đúng như hình, giao hàng nhanh, nhưng kệ hơi nhỏ, nv giao hàng lịch sự , thân thiện , cảm ơn Tiki",4,positive,rating_4,24,valid
sent_000148,"Sản phẩm mình nhận được giống với mô tả , các mỗi bắt đinh ốc khớp nhau nên không tốn công lắp đặt lắm",4,positive,rating_4,24,train
sent_000149,Nhiều nut ốc vít không siết chặt được và phải chịu lingr lẻo thôi,3,neutral,rating_3,14,train
sent_000150,Băn khoăn mãi có nên mua hay hok nhưng khi nhận hàng thì quá chất,1,negative,rating_1,15,train
sent_000151,"chất lượng gia công thấp, hàng nhận được thấy bị sứt và mẻ nhiều chỗ",5,positive,rating_5,15,train
sent_000152,Trong tầm giá 500K thì sản phẩm này làm mình rất ưng ý,1,negative,rating_1,13,train
sent_000153,"Chất liệu và lên màu đẹp, cứng cáp",5,positive,rating_5,8,train
sent_000154,"Sản phẩm được gói chắc chắn, cũng khá là dễ lắp ráp nữa",5,positive,rating_5,13,test
sent_000155,"Sản phẩm chắc chắn, không cồng kềnh",5,positive,rating_5,7,train
sent_000156,"Sản phẩm tốt , đẹp mắt",5,positive,rating_5,6,train
sent_000157,Khi nhận hàng hài lòng đầu tiên là giao hành nhanh và đóng gói thì siêu cẩn thận,5,positive,rating_5,18,train
sent_000158,"kệ sách đẹp và chắc chắn, thấy mọi người nx các lỗ khoan ko khớp cũng hơi hoang mang nhưng rất may sp mình nhận ko bị lỗi đó với giá tiền đó thì rất hài lòng!!!",5,positive,rating_5,37,train
sent_000159,"giá sách đẹp, chắc chắn, sản xuất với độ chính xác cao nên lắp đặt dễ dàng và chính xác",5,positive,rating_5,20,train
sent_000160,"Giao hàng đúng ngày, đóng gói kĩ, có hơi mẻ 1 ít chắc do quá trình vận chuyển, nói chung cũng không ảnh hưởng lắm, chất lượng để thời gian quyết định",3,neutral,rating_3,32,train
sent_000161,"Kệ đẹp, chất lượng, giá hợp lý",5,positive,rating_5,7,train
sent_000162,"Sản phẩm giao hàng sớm hơn dự định, đóng gói đẹp, chắc chắn, dễ lắp ráp, màu sắc đẹp, vô cùng hài lòng",5,positive,rating_5,23,test
sent_000163,khá hài lòng về sản phẩm,4,positive,rating_4,6,train
sent_000164,Đặt hàng 2 ngày nhận được,4,positive,rating_4,6,train
sent_000165,"Sản phẩm mua về mình phải tự đóng thêm đinh, dù đã lắp y như trên hình",2,negative,rating_2,17,train
sent_000166,treo đầu dê bán thịt chó,1,negative,rating_1,6,train
sent_000167,Hàng đẹp như hình,4,positive,rating_4,4,train
sent_000168,"mình nhận được hành khá nhanh, hàng như hình",4,positive,rating_4,9,train
sent_000169,Sản phẩm tốt,4,positive,rating_4,3,train
sent_000170,"Ổn trong tầm giá nhưng gia công kệ còn ẩu, nhiều chỗ không khớp",2,negative,rating_2,14,train
sent_000171,"mình sợ vận chuyển sẽ dễ bị hỏng sp,,nhưng mình may mắn là nó perfect ,,,ko bể, mẻ,,,và đầy đủ ốc vít,,,mình tự lắp bằng vít tay,,,hơi mỏi tay chút nhưng kệ lên rất đẹp",5,positive,rating_5,35,test
sent_000172,"kệ đẹp, dễ lắp ráp, mua về nhìn sơ đồ và các thanh gỗ là ráp dễ dàng, tuy thiếu 1 cái định vít nhưng không ảnh hưởng gì, vẫn cho 5 sao, sẽ tiếp tục ủng hộ shop và tiki",4,positive,rating_4,41,train
sent_000173,"Kệ cũng dễ lắp ráp, cứ bắt ốc vào và xoay thôi",4,positive,rating_4,12,valid
sent_000174,"kệ siêu xinh, siêu chắc chắn và siêu nặng",5,positive,rating_5,9,test
sent_000175,"Hàng đẹp, phù hợp với giá tiền",5,positive,rating_5,7,test
sent_000176,"Hàng khá ổn, đẹp",4,positive,rating_4,4,valid
sent_000177,"Kệ ráp xong thẳng thớm, không không xô lệch nghiêng ngả",4,positive,rating_4,11,train
sent_000178,"Giá sách hợi nặng, tuy nhiên gỗ trơn, k bị xướt, trong quá trình lắp bạn nên cố định vít trước vì thiết kệ rất khít, nếu vừa lắp vít vừa xếp thì sẽ rất khó để lắp đúng, k bị cong vênh",3,neutral,rating_3,43,train
sent_000179,"Đẹp như hình quảng cáo, chắc chắn, nói chung là rất thích",5,positive,rating_5,12,train
sent_000180,Tủ sách đẹp và chất lượng khá ổn so với mức giá tiền,4,positive,rating_4,13,train
sent_000181,sản phẩm vô cùng ưng ý,5,positive,rating_5,6,train
sent_000182,"với giá chưa đến 600k thì chất lượng vậy là ổn rồi, dễ lắp ráp",4,positive,rating_4,15,test
