normalized_text,num_occurrences,unique_ratings,unique_sentiment_labels,conflict_label
"giao sản phẩm nhanh chóng, sản phẩm ngon và dịch vụ tốt",2,[5],"[""positive""]",False
"giao sản phẩm nhanh chóng, đúng mẫu, đúng loại, hình ảnh trông đẹp",2,[4],"[""positive""]",False
"giao sản phẩm nhanh chóng, đúng mẫu, đúng loại, hình ảnh đẹp",2,[4],"[""positive""]",False
giao sản phẩm nhanh sản phẩm ngon shop phục vụ rất tốt khuyến mãi nhiều,2,[5],"[""positive""]",False
giao sản phẩm nhanh sản phẩm ngon shop phục vụ tốt,2,[5],"[""positive""]",False
"giao sản phẩm nhanh, chất liệu ok, chỉ là giao sai mẫu đặt thôi",2,[4],"[""positive""]",False
"giao sản phẩm nhanh, chất lượng bình thường, đường khâu thô, mua 5 đôi quần tây shop mình sẽ nhuộm 1 chiếc quần tây, các bạn lưu ý kiểm tra sản phẩm trước khi chuyển sản phẩm cho khách lần sau mua sản phẩm nhé",2,[2],"[""negative""]",False
"giao sản phẩm nhanh, chất lượng bình thường, đường khâu thô, mua 5 đôi quần tây shop tôi sẽ nhuộm 1 chiếc quần tây, các bạn lưu ý kiểm tra sản phẩm trước khi chuyển sản phẩm cho khách lần sau mua sản phẩm nhé",2,[2],"[""negative""]",False
"giao sản phẩm nhanh, chất lượng bình thường, đường may sơ sài, mua 5 cái quần thì shop gửi 1 cái bị ố vàng, lần sau shop nên chú ý kiểm tra trước khi giao sản phẩm cho khách",2,[2],"[""negative""]",False
"giao sản phẩm nhanh, ok",2,[4],"[""positive""]",False
giao sản phẩm nửa tháng mới nhận được,2,[2],"[""negative""]",False
giao sản phẩm quá muộn,4,[1],"[""negative""]",False
giao đầy đủ sản phẩm và lần này giao khá nhanh,2,[4],"[""positive""]",False
giá mắc hơn 20k mặc dù chất lượng không tệ so với chất lượng mình mua ở cửa sản phẩm khác,2,[1],"[""negative""]",False
giá mắc hơn 20k mặc dù chất lượng không tệ so với chất lượng tôi mua ở cửa sản phẩm khác,2,[1],"[""negative""]",False
giữ nhiệt rất tốt,3,[5],"[""positive""]",False
good,7,"[4, 5]","[""positive""]",True
gét nhất là giáo sản phẩm k đúng chủng loại màu,2,[1],"[""negative""]",False
hài lòng,14,[4],"[""positive""]",False
hài lòng với sp,5,[4],"[""positive""]",False
hài lòng với sản phẩm,4,[4],"[""positive""]",False
hàng chất lượng,4,"[4, 5]","[""positive""]",True
"hàng chất lượng giữ nhiệt rất khá tốt mình đánh giá 5 sao cho hàng, nhưng dịch vụ giao hàng bên tiki thật sự mình không hài lòng, order hôm 22/5 tiki cfm giao 27/5 mà ko giao, sau đó nhắn tin giao hàng ngày 29/5 nhưng cũng ko giao và ko nhắn tin báo lại",2,[3],"[""neutral""]",False
"hàng chất lượng giữ nhiệt rất khá tốt mình đánh giá 5 sao cho hàng, nhưng dịch vụ thời gian giao hàng bên tiki thật sự mình không hài lòng, order hôm 22/5 tiki cfm giao 27/5 mà ko giao, sau đó nhắn tin thời gian giao hàng ngày 29/5 nhưng cũng ko giao và ko nhắn tin báo lại",2,[3],"[""neutral""]",False
"hàng chất lượng giữ nhiệt rất khá tốt mình đánh giá 5 sao cho hàng, nhưng dịch vụ tốc độ giao hàng bên tiki thật sự mình không hài lòng, order hôm 22/5 tiki cfm giao 27/5 mà ko giao, sau đó nhắn tin tốc độ giao hàng ngày 29/5 nhưng cũng ko giao và ko nhắn tin báo lại",2,[3],"[""neutral""]",False
"hàng chất lượng giữ nhiệt rất khá tốt tôi đánh giá 5 sao cho hàng, nhưng dịch vụ thời gian giao hàng bên tiki thật sự tôi không hài lòng, order hôm 22/5 tiki cfm giao 27/5 mà ko giao, sau đó nhắn tin thời gian giao hàng ngày 29/5 nhưng cũng ko giao và ko nhắn tin báo lại",2,[3],"[""neutral""]",False
"hàng chất lượng giữ nhiệt rất tốt mình đánh giá 5 sao cho hàng, nhưng dịch vụ giao hàng bên tiki thật sự mình không hài lòng, order hôm 22/5 tiki cfm giao 27/5 mà ko giao, sau đó nhắn tin giao hàng ngày 29/5 nhưng cũng ko giao và ko nhắn tin báo lại",2,[3],"[""neutral""]",False
"hàng chất lượng giữ nhiệt rất tốt mình đánh giá 5 sao cho hàng, nhưng dịch vụ thời gian giao hàng bên tiki thật sự mình không hài lòng, order hôm 22/5 tiki cfm giao 27/5 mà ko giao, sau đó nhắn tin thời gian giao hàng ngày 29/5 nhưng cũng ko giao và ko nhắn tin báo lại",2,[3],"[""neutral""]",False
"hàng chất lượng giữ nhiệt rất tốt mình đánh giá 5 sao cho hàng, nhưng dịch vụ tốc độ giao hàng bên tiki thật sự mình không hài lòng, order hôm 22/5 tiki cfm giao 27/5 mà ko giao, sau đó nhắn tin tốc độ giao hàng ngày 29/5 nhưng cũng ko giao và ko nhắn tin báo lại",2,[3],"[""neutral""]",False
"hàng chất lượng giữ nhiệt rất tốt tôi đánh giá 5 sao cho hàng, nhưng dịch vụ thời gian giao hàng bên tiki thật sự tôi không hài lòng, order hôm 22/5 tiki cfm giao 27/5 mà ko giao, sau đó nhắn tin thời gian giao hàng ngày 29/5 nhưng cũng ko giao và ko nhắn tin báo lại",2,[3],"[""neutral""]",False
hàng giao đúng,2,[3],"[""neutral""]",False
"hàng giống mô tả, chất lượng chưa test chưa rõ có ok như hàng ko sale ko",2,[3],"[""neutral""]",False
hàng k như hình,2,[2],"[""negative""]",False
"hàng khá tốt , nhưng thời gian giao hàng hơi lâu",2,[3],"[""neutral""]",False
hàng kém chất lượng,2,[1],"[""negative""]",False
hàng nhìn đẹp,9,[4],"[""positive""]",False
hàng như hình,3,[3],"[""neutral""]",False
hàng như shit,2,[1],"[""negative""]",False
hàng ok,4,[4],"[""positive""]",False
hàng quốc tế nên giao hàng hơi lâu,2,[2],"[""negative""]",False
hàng quốc tế nên thời gian giao hàng hơi lâu,4,[2],"[""negative""]",False
hàng quốc tế nên tốc độ giao hàng hơi lâu,2,[2],"[""negative""]",False
hàng sách khá tốt nhưng thái độ người giao hàng ko khá tốt,2,[3],"[""neutral""]",False
hàng sách khá tốt nhưng thái độ người thời gian giao hàng ko khá tốt,4,[3],"[""neutral""]",False
hàng sách khá tốt nhưng thái độ người tốc độ giao hàng ko khá tốt,2,[3],"[""neutral""]",False
hàng sách tốt nhưng thái độ người giao hàng ko tốt,3,[3],"[""neutral""]",False
hàng sách tốt nhưng thái độ người thời gian giao hàng ko tốt,6,[3],"[""neutral""]",False
hàng sách tốt nhưng thái độ người tốc độ giao hàng ko tốt,3,[3],"[""neutral""]",False
hàng sách y như miêu tả,3,[3],"[""neutral""]",False
"hàng trông nhỏ hơn kích thước minh tưởng tượng theo hình minh họa, nghĩ là phù hợp giá đã giảm",2,[3],"[""neutral""]",False
hàng trông đẹp 4 sao vì giao hàng chậm,2,[3],"[""neutral""]",False
hàng tạm ổn,2,"[3, 4]","[""neutral"", ""positive""]",True
hàng tốt,2,[4],"[""positive""]",False
"hàng tốt, nhưng thời gian giao hàng hơi lâu",2,[3],"[""neutral""]",False
"hàng đúng chính hãng, mua đợt sale 10-10 giá 290k",2,[3],"[""neutral""]",False
hàng đẹp,9,[4],"[""positive""]",False
hàng đẹp 4 sao vì giao hàng chậm,2,[3],"[""neutral""]",False
hàng đẹp 4 sao vì thời gian giao hàng chậm,4,[3],"[""neutral""]",False
hàng đẹp 4 sao vì tốc độ giao hàng chậm,2,[3],"[""neutral""]",False
"hàng đẹp, chất lượng tốt",2,[5],"[""positive""]",False
hàng ở nước ngoài mà giao thiếu thì mình cũng chịu,2,[1],"[""negative""]",False
hàng ở nước ngoài mà giao thiếu thì tôi cũng chịu,2,[1],"[""negative""]",False
hơi khó khi lồng vào đệm,3,[2],"[""negative""]",False
hủy sản phẩm rồi mà vẫn giao,2,[1],"[""negative""]",False
hủy sản phẩm vẫn giao,2,[1],"[""negative""]",False
k hài lòng,2,[2],"[""negative""]",False
k nghe đc,2,"[1, 2]","[""negative""]",True
k đúng với hình ảnh mình đã chọn,2,[2],"[""negative""]",False
k đúng với hình ảnh tôi đã chọn,2,[2],"[""negative""]",False
khá hài lòng,2,[4],"[""positive""]",False
khá ưng chất và màu ga nhưng shop gửi sai khích thước mình đặt 1m8 mà shop gửi 1m6,2,[4],"[""positive""]",False
khá ưng chất và màu ga nhưng shop gửi sai khích thước tôi đặt 1m8 mà shop gửi 1m6,2,[4],"[""positive""]",False
không có gì để nói về ý tưởng của cửa sản phẩm,2,[1],"[""negative""]",False
không có mic,2,[2],"[""negative""]",False
không giống hình,3,[2],"[""negative""]",False
không nghe được,2,[2],"[""negative""]",False
không nên mua,2,"[1, 2]","[""negative""]",True
không thích hình ảnh,3,[2],"[""negative""]",False
không thể sử dụng trong cửa sản phẩm 3 *,2,[2],"[""negative""]",False
ko có mic,2,[2],"[""negative""]",False
ko nên mua,2,[1],"[""negative""]",False
kí nhận hàng 0đ của khách k giao khiếu nại gần 1 tháng mới đến thời gian giao hàng,2,[1],"[""negative""]",False
kệ nhìn đẹp,6,[4],"[""positive""]",False
kệ rất đẹp,5,[5],"[""positive""]",False
kệ sách chắc chắn,2,[4],"[""positive""]",False
kệ sách nhìn đẹp,5,[4],"[""positive""]",False
kệ sách đẹp,5,[4],"[""positive""]",False
"kệ to, đẹp, chắc chắn, mua với giá 395k với kệ sách như này là cực kì hài lòng, lắp ráp rất đơn giản mình lắp tầm nửa tiếng là xong",2,[5],"[""positive""]",False
kệ đẹp,7,[4],"[""positive""]",False
kệ đẹp và chắc chắn,2,[5],"[""positive""]",False
"kệ đẹp, chắc chắn",4,[5],"[""positive""]",False
"kệ đẹp, dễ lắp ráp",5,"[4, 5]","[""positive""]",True
"lắp ráp lắp ráp cũng dễ dàng nhưng lưu ý ốc vít bên hông sản phẩm làm mất mỹ quan, thời gian giao hàng đúng hẹn, đúng màu, một sản phẩm là 619k đồng.",2,[3],"[""neutral""]",False
lỗi giao sản phẩm sản phẩm,2,[2],"[""negative""]",False
lỗi thời gian giao hàng,2,[2],"[""negative""]",False
lỗi thời gian giao hàng mẫu,2,[2],"[""negative""]",False
lỗi thời gian giao hàng mẫu :)),2,[1],"[""negative""]",False
"lỗi thời gian giao hàng mẫu, dịch vụ tốt",2,[1],"[""negative""]",False
lỗi thời gian giao hàng sản phẩm,2,[2],"[""negative""]",False
"mình cho 3 sao thôi vì mẫu27 ko giống hình cho lắm, giống màu vàng thôi còn hoạ tiết và màu hoa ko được như hình",2,[2],"[""negative""]",False
"mình chỉ chấm 3 sao thôi, vì model27 nhìn không giống trong ảnh lắm, chỉ có màu vàng, họa tiết và hoa không như trong hình",2,[2],"[""negative""]",False
mình giặc 2 3 lần ngâm comfor nhưng vẫn còn hắc,2,[2],"[""negative""]",False
"mình không biết tất cả các mẫu 10 hoặc ntn, nhưng cửa sản phẩm cung cấp cho mình mẫu khác mà không cần hỏi",2,[3],"[""neutral""]",False
mình không thích vì đã chọn mẫu khác nên không hiểu sao lại hiển thị,2,[3],"[""neutral""]",False
mình muốn mua doremon lại gửi micky's cho mình :)),2,[1],"[""negative""]",False
mình muốn mua doremon và gửi cho micky's :)),2,[1],"[""negative""]",False
mình đặt 1 màu lại giao cho mình màu khác,2,[2],"[""negative""]",False
mình đặt 2 mẫu m8 và 2 mẫu m6,2,[3],"[""neutral""]",False
"mình đặt lần 2, lần 1 rất hợp",2,[4],"[""positive""]",False
"mình đặt lần 2, lần thứ nhất rất vừa vận",2,[4],"[""positive""]",False
"mình đọc kỹ mà thấy hơi buồn: ((((màu xám cuối cùng chuyển sang màu xanh, cửa sản phẩm có bán thêm chăn như thế này không?) dùng xong thấy vỏ gối bị hư, khóa lại",2,[2],"[""negative""]",False
"nghe có vẻ hay hơn nhưng dây nguồn quá mỏng, dễ hư hỏng và thời gian giao hàng quá chậm nên sẽ bị trừ điểm",2,[2],"[""negative""]",False
nghe hơi tệ,2,[2],"[""negative""]",False
"nghe thì ngon nhưng vị dở, vải hơi ngứa, thời gian giao hàng lâu nhưng với giá này là đương nhiên 👍🏻",2,[2],"[""negative""]",False
nghe tương đối ổn nhưng dây quá mỏng nên dễ bị hư và thời gian giao hàng quá chậm nên sẽ trừ điểm,2,[2],"[""negative""]",False
"nghe ổn nhưng mùi hắc, dây vải chạm vào người hơi ngứa, thời gian giao hàng lâu nhưng với giá này chất lượng vậy là đương nhiên 👍🏻",2,[2],"[""negative""]",False
"nhiều sản phẩm lỗi, kém chất lượng, thời gian giao hàng nhanh chóng",2,[2],"[""negative""]",False
nhân viên thời gian giao hàng cục súc hàng thì coi trên mẫu là nó có cái cục âm thanh nhưng đặc hàng giao ra thì hk có🙁hơi thất vọng 1 chút xíu 🤦,2,[1],"[""negative""]",False
nhìn đẹp,14,[4],"[""positive""]",False
nhìn đẹp như hình,2,[4],"[""positive""]",False
"như giá bình thường, sản phẩm chất lượng",2,[3],"[""neutral""]",False
nhưng những gì mình muốn không phải là một món sản phẩm sai,2,[3],"[""neutral""]",False
nhưng những gì tôi muốn không phải là một món sản phẩm sai,2,[3],"[""neutral""]",False
nhưng điều không như mình muốn đó là nhầm sản phẩm,2,[3],"[""neutral""]",False
nhưng điều không như tôi muốn đó là nhầm sản phẩm,2,[3],"[""neutral""]",False
nhận giao sản phẩm,2,[3],"[""neutral""]",False
"nhận sản phẩm, sản phẩm như trong hình",2,[3],"[""neutral""]",False
nhận thời gian giao hàng,2,[3],"[""neutral""]",False
những gì bạn đã trả,2,[3],"[""neutral""]",False
này giống sản phẩm bị lỗi hay sao đó,2,[2],"[""negative""]",False
ok,12,"[3, 4]","[""neutral"", ""positive""]",True
oke trong tầm giá,2,[3],"[""neutral""]",False
oke với giá tiền,2,[3],"[""neutral""]",False
quá tuyệt vời,4,[5],"[""positive""]",False
quá tệ,5,[1],"[""negative""]",False
rất hài lòng,12,[5],"[""positive""]",False
rất hài lòng về sản phẩm,2,[5],"[""positive""]",False
rất hài lòng với sản phẩm,2,[5],"[""positive""]",False
rất ok,3,[5],"[""positive""]",False
rất tốt,4,[5],"[""positive""]",False
rất đẹp,6,[5],"[""positive""]",False
rất ưng ý,2,[5],"[""positive""]",False
rẻ,2,[4],"[""positive""]",False
sp chắc chắn,2,[4],"[""positive""]",False
"sp khá tốt , nhưng thời gian giao hàng hơi lâu",2,[3],"[""neutral""]",False
sp ok,4,[4],"[""positive""]",False
sp sách khá tốt nhưng thái độ người giao hàng ko khá tốt,2,[3],"[""neutral""]",False
sp sách khá tốt nhưng thái độ người thời gian giao hàng ko khá tốt,4,[3],"[""neutral""]",False
sp sách khá tốt nhưng thái độ người tốc độ giao hàng ko khá tốt,2,[3],"[""neutral""]",False
sp sách tốt nhưng thái độ người giao hàng ko tốt,2,[3],"[""neutral""]",False
sp sách tốt nhưng thái độ người thời gian giao hàng ko tốt,4,[3],"[""neutral""]",False
sp sách tốt nhưng thái độ người tốc độ giao hàng ko tốt,2,[3],"[""neutral""]",False
"sp trông nhỏ hơn kích thước minh tưởng tượng theo hình minh họa, nghĩ là phù hợp giá đã giảm",2,[3],"[""neutral""]",False
sp trông đẹp 4 sao vì giao hàng chậm,2,[3],"[""neutral""]",False
sp tốt,7,[4],"[""positive""]",False
sp tốt nhưng thời gian thời gian giao hàng hơi lâu,2,[3],"[""neutral""]",False
"sp tốt, nhưng giao hàng hơi lâu",2,[3],"[""neutral""]",False
"sp tốt, nhưng thời gian giao hàng hơi lâu",4,[3],"[""neutral""]",False
"sp tốt, nhưng tốc độ giao hàng hơi lâu",2,[3],"[""neutral""]",False
sp y hình,2,[3],"[""neutral""]",False
sp đóng gói cẩn thận,2,[4],"[""positive""]",False
sp đẹp,4,[4],"[""positive""]",False
sp đẹp 4 sao vì giao hàng chậm,2,[3],"[""neutral""]",False
sp đẹp 4 sao vì thời gian giao hàng chậm,4,[3],"[""neutral""]",False
sp đẹp 4 sao vì tốc độ giao hàng chậm,2,[3],"[""neutral""]",False
"sản phẩm bị lỗi nhiều,chất lượng kém,thời gian giao hàng nhanh",2,[2],"[""negative""]",False
sản phẩm chính hãng,2,[3],"[""neutral""]",False
"sản phẩm chất liệu kém, nhanh rách, đường may ẩu",2,[1],"[""negative""]",False
"sản phẩm chất lượng giữ nhiệt rất tốt mình đánh giá 5 sao cho sản phẩm, nhưng dịch vụ giao hàng bên tiki thật sự mình không hài lòng, order hôm 22/5 tiki cfm giao 27/5 mà ko giao, sau đó nhắn tin giao hàng ngày 29/5 nhưng cũng ko giao và ko nhắn tin báo lại",3,[3],"[""neutral""]",False
"sản phẩm chất lượng giữ nhiệt rất tốt mình đánh giá 5 sao cho sản phẩm, nhưng dịch vụ thời gian giao hàng bên tiki thật sự mình không hài lòng, order hôm 22/5 tiki cfm giao 27/5 mà ko giao, sau đó nhắn tin thời gian giao hàng ngày 29/5 nhưng cũng ko giao và ko nhắn tin báo lại",2,[3],"[""neutral""]",False
"sản phẩm chất lượng giữ nhiệt rất tốt mình đánh giá 5 sao cho sản phẩm, nhưng dịch vụ tốc độ giao hàng bên tiki thật sự mình không hài lòng, order hôm 22/5 tiki cfm giao 27/5 mà ko giao, sau đó nhắn tin tốc độ giao hàng ngày 29/5 nhưng cũng ko giao và ko nhắn tin báo lại",2,[3],"[""neutral""]",False
"sản phẩm chất lượng giữ nhiệt rất tốt tôi đánh giá 5 sao cho sản phẩm, nhưng dịch vụ thời gian giao hàng bên tiki thật sự tôi không hài lòng, order hôm 22/5 tiki cfm giao 27/5 mà ko giao, sau đó nhắn tin thời gian giao hàng ngày 29/5 nhưng cũng ko giao và ko nhắn tin báo lại",2,[3],"[""neutral""]",False
sản phẩm chắc chắn,2,[4],"[""positive""]",False
sản phẩm cũng trông đẹp ok,2,[4],"[""positive""]",False
sản phẩm cũng đẹp ok,2,[4],"[""positive""]",False
sản phẩm dùng oke,2,[3],"[""neutral""]",False
sản phẩm giữ nhiệt tốt nhưng quai bị lỗi rồi,2,[3],"[""neutral""]",False
"sản phẩm giữ nhiệt tốt, tuy nhiên ngoại hình có 1 vết (giống vết sơn) không thể gỡ ra -> tuy không ảnh hưởng đến chức năng của bình nhưng sản phẩm không hoàn thiện tốt ngoại hình nên mình chỉ cho 4 sao",2,[3],"[""neutral""]",False
"sản phẩm hiện giờ dùng tạm ổn, về lâu dài thì chưa biết sao",3,[3],"[""neutral""]",False
"sản phẩm khá tốt , nhưng giao hàng hơi lâu",2,[3],"[""neutral""]",False
"sản phẩm khá tốt , nhưng thời gian giao hàng hơi lâu",4,[3],"[""neutral""]",False
"sản phẩm khá tốt , nhưng tốc độ giao hàng hơi lâu",2,[3],"[""neutral""]",False
sản phẩm khác mẫu mình mong muốn nhưng mình vẫn nhận và yêu cầu cửa sản phẩm đổi sản phẩm cho mình nhưng cửa sản phẩm không phản hồi lại cho mình nhé!,2,[1],"[""negative""]",False
sản phẩm khác mẫu tôi mong muốn nhưng tôi vẫn nhận và yêu cầu cửa sản phẩm đổi sản phẩm cho tôi nhưng cửa sản phẩm không phản hồi lại cho tôi nhé!,2,[1],"[""negative""]",False
"sản phẩm không giống mẫu mình muốn, nhưng mình vẫn nhận, và bảo shop đổi cho mình mà shop không trả lời mình lun vl !",2,[1],"[""negative""]",False
"sản phẩm không giống mẫu tôi muốn, nhưng tôi vẫn nhận, và bảo shop đổi cho tôi mà shop không trả lời tôi lun vl !",2,[1],"[""negative""]",False
sản phẩm ko giống như lần trc đặt,2,[3],"[""neutral""]",False
sản phẩm lỗi,2,[2],"[""negative""]",False
sản phẩm nhìn đẹp,3,[4],"[""positive""]",False
"sản phẩm như giá, chất lượng bình thường",2,[3],"[""neutral""]",False
sản phẩm như hình,2,[3],"[""neutral""]",False
sản phẩm ok,8,[4],"[""positive""]",False
sản phẩm ok nhưng cửa sản phẩm không trả lời tin nhắn của khách,2,[3],"[""neutral""]",False
sản phẩm ok nhưng shop không trả lời tin nhắn của khách sản phẩm,2,[3],"[""neutral""]",False
