query_id,query,k,rank,score,doc_id,retrieved_text,is_relevant_manual,notes
q01,Khách hàng phàn nàn gì về chất lượng sản phẩm?,10,3,0.8334847092628479,rag_HomeLifestyle_15741731978,"Bởi vậy, từ lâu rồi mình đã rút ra kinh nghiệm là giận nhau sẽ 1 mình suy nghĩ đúng hay sai và cần thì hỏi người đang hạnh phúc đừng hỏi người đang độc thân hay ế chổng ế cheo 🤣(chủ yếu nhận xu)",0,0: bình luận ngoài chủ đề.
q01,Khách hàng phàn nàn gì về chất lượng sản phẩm?,10,4,0.8321719765663147,rag_Electronic_16025593733,"Từ đầu trêu shop là trả hàng mà shop tin thật,buồn cười quá",0,"0: có chữ trả hàng nhưng là nói đùa, không nêu lỗi chất lượng."
q01,Khách hàng phàn nàn gì về chất lượng sản phẩm?,10,5,0.8320325613021851,rag_Electronic_11747832263,Tý thì trả hàng lại cho shop vì loay hoay tìm nút Reset để cài đặt lại máy,0,"0: suýt trả hàng vì không tìm thấy nút reset, không phải lỗi chất lượng sản phẩm."
q01,Khách hàng phàn nàn gì về chất lượng sản phẩm?,10,6,0.8315545320510864,rag_HomeLifestyle_15640621018,"Trên thị trường hiện nay, chất lượng sản phẩm luôn là yếu tố hàng đầu giúp doanh nghiệp thiết lập hình ảnh thương hiệu và xây dựng lòng trung thành của khách hàng. Bởi khách hàng thường dễ dàng ra quyết định mua với các thương hiệu mà họ tin tưởng vào chất lượng của sản phẩm.",0,"0: đoạn mô tả/marketing chung về chất lượng, không phải review phàn nàn."
q01,Khách hàng phàn nàn gì về chất lượng sản phẩm?,10,7,0.8312752842903137,rag_HealthBeauty_14774712879,"Sản phẩm phù hợp giá tiền, thời trang tiện lợi ko mỏng lắm mà cũng ko dày nói chung thích hợp với thời buổi hiện tại không dịch",0,"0: đánh giá phù hợp giá tiền, không phải phàn nàn chất lượng rõ ràng."
q01,Khách hàng phàn nàn gì về chất lượng sản phẩm?,10,8,0.8303496837615967,rag_Electronic_12162444735,"mình có huỷ đơn vì muốn đặt lại nhưng mà shop gửi hàng rồi thì thôi nhận vậy, nếu dùng ổn sau đặt tiếp hàng rẻ so với thị trường , chưa dùng lâu nên mình cũng chưa biết chất lượng thế nào Nói chung gửi hàng đúng đủ",0,"0: nói chưa biết chất lượng, không có phàn nàn."
q01,Khách hàng phàn nàn gì về chất lượng sản phẩm?,10,9,0.8301265239715576,rag_HomeLifestyle_13856365125,Chất lượng sản phẩm đi đôi với giá tiền. vừa rẻ vừa xịn thì không có đâu các ty.,0,"0: nói quan hệ giá-tiền/chất lượng, không nêu lỗi cụ thể."
q01,Khách hàng phàn nàn gì về chất lượng sản phẩm?,10,10,0.830044150352478,rag_HomeLifestyle_10843408949,Thảm đẹp không có gì chơi hết rất là kute và giá thì rất là rẻ thật sự là muốn mua tiếp nhưng không biết để đâu hết ￼,0,"0: khen sản phẩm rẻ/đẹp, không phàn nàn."
q02,Có những lỗi hỏng hoặc vấn đề độ bền nào được nhắc đến?,3,1,0.8231571912765503,rag_Fashion_14265553278,Màu sắc:màu đen Đúng với mô tả:Kiếp con người mỏng manh như là gióSống trên đời có được mấy lần vuiSao phải đau mà không thể mỉm cườiGắng buông nỗi ngậm ngùi nơi quá khứNếu có thể sao ta không làm thửĐể tâm hồn khắc hai chữ bình anCho đôi chân bước thanh thản nhẹ nhàngDù hướng đời có muôn ngàn đá sỏiBiết nhận sai khi trót gây lầm lỗiNgười ghét ta cũng chớ vội oán hờnĐừng để mình xem nặng nhẹ thiệt hơnThì lệ sẽ chẳng ướt sờn vai áoPhải mạnh mẽ đương đầu cùng giông bãoSống chỉ cần chốn nương náu mà thôiĐược cơm no áo ấm cũng vui rồiBởi dòng đời còn lắm người cơ nhỡChốn dương gian chẳng qua là tạm bợTiệc tàn rồi cũng trở lại hư vôHãy giữ gìn trân trọng mến thương nhauVì thời gian chẳng thể nào quay lại Chất liệu:chắc bền Màu đẹp xin cứng cáp ko bị bung. Mỗi hơi khó đóng. Đẹp bền 👌👌👌🤏,1,"1: có nhắc độ bền/chắc, hơi khó đóng; liên quan lỗi sử dụng/độ bền."
q02,Có những lỗi hỏng hoặc vấn đề độ bền nào được nhắc đến?,3,2,0.8222651481628418,rag_HomeLifestyle_13278588730,"Nguyên nhân tự nhiên gây biến đổi khí hậu: -Do sự thay đổi độ nghiêng trục Trái Đất. -Do sự thay đổi quỹ đạo chuyển động của Trái Đất quanh Mặt Trời làm biến đổi biến trình năm của bức xạ đến các khu vực khác nhau. -Do các mảng kiến tạo luôn di chuyển, sau hàng triệu năm làm cho một vùng di chuyển từ vĩ độ này đến vĩ độ khác khiến khí hậu vùng đó thay đổi. -Do những đợt phun trào núi lửa thải lượng lớn tro bụi và các chất khí vào khí quyển, tồn tại trong thời gian dài và phân tán rộng. Gây phản hồi lượng lớn bức xạ của Mặt Trời trở lại Vũ Trụ. -Do chu kì hoạt động của Mặt Trời.",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q02,Có những lỗi hỏng hoặc vấn đề độ bền nào được nhắc đến?,3,3,0.8197636604309082,rag_HomeLifestyle_14374970784,"Ngày nào bất hiếu Mẹ Cha , Bây giờ dừng lại đặng mà Tu thân . Ngày nào bất nghĩa vô nhân , Bây giờ học đạo làm lành sửa Tâm . Ngày nào sai phạm lỗi lầm , Bây giờ dừng lại quy tâm Tu hành . Ngày nào bay nhảy tung hoành , Bây giờ dừng lại chuyện tình thế gian . Ngày nào kiêu ngạo nghênh ngang , Bây giờ dừng lại sửa sang tính tình . Ngày nào tranh đấu nhục vinh , Bây giờ dừng lại hạ mình xin thua . Ngày nào quyết liệt tranh đua , Bây giờ dừng lại trò đùa thế gian . Ngày nào ăn nhậu lang thang , Bây giờ dừng lại đừng màng rượu bia . Ngày nào cờ bạc lia chia , Bây giờ dứt bỏ xa lìa thói hư . Ngày nào giết vật hại người , Bây giờ sám hối tội từ năm xưa . Ngày nào gặp Phật chẳng ưa , Bây giờ tìm Phật sớm trưa phục cầu . Ngày nào hung dữ đối đầu , Bây giờ dừng lại mà cầu quy y !",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q02,Có những lỗi hỏng hoặc vấn đề độ bền nào được nhắc đến?,5,1,0.8231571912765503,rag_Fashion_14265553278,Màu sắc:màu đen Đúng với mô tả:Kiếp con người mỏng manh như là gióSống trên đời có được mấy lần vuiSao phải đau mà không thể mỉm cườiGắng buông nỗi ngậm ngùi nơi quá khứNếu có thể sao ta không làm thửĐể tâm hồn khắc hai chữ bình anCho đôi chân bước thanh thản nhẹ nhàngDù hướng đời có muôn ngàn đá sỏiBiết nhận sai khi trót gây lầm lỗiNgười ghét ta cũng chớ vội oán hờnĐừng để mình xem nặng nhẹ thiệt hơnThì lệ sẽ chẳng ướt sờn vai áoPhải mạnh mẽ đương đầu cùng giông bãoSống chỉ cần chốn nương náu mà thôiĐược cơm no áo ấm cũng vui rồiBởi dòng đời còn lắm người cơ nhỡChốn dương gian chẳng qua là tạm bợTiệc tàn rồi cũng trở lại hư vôHãy giữ gìn trân trọng mến thương nhauVì thời gian chẳng thể nào quay lại Chất liệu:chắc bền Màu đẹp xin cứng cáp ko bị bung. Mỗi hơi khó đóng. Đẹp bền 👌👌👌🤏,1,"1: có nhắc độ bền/chắc, hơi khó đóng; liên quan lỗi sử dụng/độ bền."
q02,Có những lỗi hỏng hoặc vấn đề độ bền nào được nhắc đến?,5,2,0.8222651481628418,rag_HomeLifestyle_13278588730,"Nguyên nhân tự nhiên gây biến đổi khí hậu: -Do sự thay đổi độ nghiêng trục Trái Đất. -Do sự thay đổi quỹ đạo chuyển động của Trái Đất quanh Mặt Trời làm biến đổi biến trình năm của bức xạ đến các khu vực khác nhau. -Do các mảng kiến tạo luôn di chuyển, sau hàng triệu năm làm cho một vùng di chuyển từ vĩ độ này đến vĩ độ khác khiến khí hậu vùng đó thay đổi. -Do những đợt phun trào núi lửa thải lượng lớn tro bụi và các chất khí vào khí quyển, tồn tại trong thời gian dài và phân tán rộng. Gây phản hồi lượng lớn bức xạ của Mặt Trời trở lại Vũ Trụ. -Do chu kì hoạt động của Mặt Trời.",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q02,Có những lỗi hỏng hoặc vấn đề độ bền nào được nhắc đến?,5,3,0.8197636604309082,rag_HomeLifestyle_14374970784,"Ngày nào bất hiếu Mẹ Cha , Bây giờ dừng lại đặng mà Tu thân . Ngày nào bất nghĩa vô nhân , Bây giờ học đạo làm lành sửa Tâm . Ngày nào sai phạm lỗi lầm , Bây giờ dừng lại quy tâm Tu hành . Ngày nào bay nhảy tung hoành , Bây giờ dừng lại chuyện tình thế gian . Ngày nào kiêu ngạo nghênh ngang , Bây giờ dừng lại sửa sang tính tình . Ngày nào tranh đấu nhục vinh , Bây giờ dừng lại hạ mình xin thua . Ngày nào quyết liệt tranh đua , Bây giờ dừng lại trò đùa thế gian . Ngày nào ăn nhậu lang thang , Bây giờ dừng lại đừng màng rượu bia . Ngày nào cờ bạc lia chia , Bây giờ dứt bỏ xa lìa thói hư . Ngày nào giết vật hại người , Bây giờ sám hối tội từ năm xưa . Ngày nào gặp Phật chẳng ưa , Bây giờ tìm Phật sớm trưa phục cầu . Ngày nào hung dữ đối đầu , Bây giờ dừng lại mà cầu quy y !",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q02,Có những lỗi hỏng hoặc vấn đề độ bền nào được nhắc đến?,5,4,0.8186621069908142,rag_Electronic_3741783530,"Do trước đó dán cũng nhiều rồi nên quen tay làm phát ăn ngay luôn, còn những bạn chưa dán lần nào thì nên mua 2-3 cái về để lỡ dán lỗi thì thay. Chất lượng rất ok, vẫn là miếng dán dẻo thôi chứ không phải cường lực nhưng có độ cong và phần viền màu đen nên không sợ bị hở mép như các loại khác.",1,"1: có nhắc dán lỗi, hở mép, miếng dán dẻo; liên quan lỗi/độ bền dù không hẳn tiêu cực."
q02,Có những lỗi hỏng hoặc vấn đề độ bền nào được nhắc đến?,5,5,0.8186026811599731,rag_Fashion_13412977416,Mẫu mã sản phẩm đúng. Mặt kính k phải Mặt phẳng nên mua về k cẩn thận mình làm rơi và bị vỡ. Thay Mặt kính mới bằng 2/3 giá cả cái đồng hồ. Dây đeo dài nên phải cắt.,1,"1: nhắc kính bị vỡ khi rơi, chi phí thay mặt kính; lỗi/hỏng rõ."
q02,Có những lỗi hỏng hoặc vấn đề độ bền nào được nhắc đến?,10,1,0.8231571912765503,rag_Fashion_14265553278,Màu sắc:màu đen Đúng với mô tả:Kiếp con người mỏng manh như là gióSống trên đời có được mấy lần vuiSao phải đau mà không thể mỉm cườiGắng buông nỗi ngậm ngùi nơi quá khứNếu có thể sao ta không làm thửĐể tâm hồn khắc hai chữ bình anCho đôi chân bước thanh thản nhẹ nhàngDù hướng đời có muôn ngàn đá sỏiBiết nhận sai khi trót gây lầm lỗiNgười ghét ta cũng chớ vội oán hờnĐừng để mình xem nặng nhẹ thiệt hơnThì lệ sẽ chẳng ướt sờn vai áoPhải mạnh mẽ đương đầu cùng giông bãoSống chỉ cần chốn nương náu mà thôiĐược cơm no áo ấm cũng vui rồiBởi dòng đời còn lắm người cơ nhỡChốn dương gian chẳng qua là tạm bợTiệc tàn rồi cũng trở lại hư vôHãy giữ gìn trân trọng mến thương nhauVì thời gian chẳng thể nào quay lại Chất liệu:chắc bền Màu đẹp xin cứng cáp ko bị bung. Mỗi hơi khó đóng. Đẹp bền 👌👌👌🤏,1,"1: có nhắc độ bền/chắc, hơi khó đóng; liên quan lỗi sử dụng/độ bền."
q02,Có những lỗi hỏng hoặc vấn đề độ bền nào được nhắc đến?,10,2,0.8222651481628418,rag_HomeLifestyle_13278588730,"Nguyên nhân tự nhiên gây biến đổi khí hậu: -Do sự thay đổi độ nghiêng trục Trái Đất. -Do sự thay đổi quỹ đạo chuyển động của Trái Đất quanh Mặt Trời làm biến đổi biến trình năm của bức xạ đến các khu vực khác nhau. -Do các mảng kiến tạo luôn di chuyển, sau hàng triệu năm làm cho một vùng di chuyển từ vĩ độ này đến vĩ độ khác khiến khí hậu vùng đó thay đổi. -Do những đợt phun trào núi lửa thải lượng lớn tro bụi và các chất khí vào khí quyển, tồn tại trong thời gian dài và phân tán rộng. Gây phản hồi lượng lớn bức xạ của Mặt Trời trở lại Vũ Trụ. -Do chu kì hoạt động của Mặt Trời.",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q02,Có những lỗi hỏng hoặc vấn đề độ bền nào được nhắc đến?,10,3,0.8197636604309082,rag_HomeLifestyle_14374970784,"Ngày nào bất hiếu Mẹ Cha , Bây giờ dừng lại đặng mà Tu thân . Ngày nào bất nghĩa vô nhân , Bây giờ học đạo làm lành sửa Tâm . Ngày nào sai phạm lỗi lầm , Bây giờ dừng lại quy tâm Tu hành . Ngày nào bay nhảy tung hoành , Bây giờ dừng lại chuyện tình thế gian . Ngày nào kiêu ngạo nghênh ngang , Bây giờ dừng lại sửa sang tính tình . Ngày nào tranh đấu nhục vinh , Bây giờ dừng lại hạ mình xin thua . Ngày nào quyết liệt tranh đua , Bây giờ dừng lại trò đùa thế gian . Ngày nào ăn nhậu lang thang , Bây giờ dừng lại đừng màng rượu bia . Ngày nào cờ bạc lia chia , Bây giờ dứt bỏ xa lìa thói hư . Ngày nào giết vật hại người , Bây giờ sám hối tội từ năm xưa . Ngày nào gặp Phật chẳng ưa , Bây giờ tìm Phật sớm trưa phục cầu . Ngày nào hung dữ đối đầu , Bây giờ dừng lại mà cầu quy y !",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q02,Có những lỗi hỏng hoặc vấn đề độ bền nào được nhắc đến?,10,4,0.8186621069908142,rag_Electronic_3741783530,"Do trước đó dán cũng nhiều rồi nên quen tay làm phát ăn ngay luôn, còn những bạn chưa dán lần nào thì nên mua 2-3 cái về để lỡ dán lỗi thì thay. Chất lượng rất ok, vẫn là miếng dán dẻo thôi chứ không phải cường lực nhưng có độ cong và phần viền màu đen nên không sợ bị hở mép như các loại khác.",1,"1: có nhắc dán lỗi, hở mép, miếng dán dẻo; liên quan lỗi/độ bền dù không hẳn tiêu cực."
q02,Có những lỗi hỏng hoặc vấn đề độ bền nào được nhắc đến?,10,5,0.8186026811599731,rag_Fashion_13412977416,Mẫu mã sản phẩm đúng. Mặt kính k phải Mặt phẳng nên mua về k cẩn thận mình làm rơi và bị vỡ. Thay Mặt kính mới bằng 2/3 giá cả cái đồng hồ. Dây đeo dài nên phải cắt.,1,"1: nhắc kính bị vỡ khi rơi, chi phí thay mặt kính; lỗi/hỏng rõ."
q02,Có những lỗi hỏng hoặc vấn đề độ bền nào được nhắc đến?,10,6,0.8160988092422485,rag_HealthBeauty_15728505314,"Các hình thức kiểm tra: Trong dạy học, người ta thường sử dụng các hình thức kiểm tra: kiểm tra thường xuyên, kiểm tra định kỳ, kiểm tra tổng kết.",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q02,Có những lỗi hỏng hoặc vấn đề độ bền nào được nhắc đến?,10,7,0.8148545026779175,rag_HomeLifestyle_14879663374,"Tr ơi rơi đập mãi kh vỡ luôn mà,nhỏ nhỏ nhìn cuti lắm",1,1: nhắc rơi đập không vỡ; bằng chứng về độ bền.
q02,Có những lỗi hỏng hoặc vấn đề độ bền nào được nhắc đến?,10,8,0.8146873712539673,rag_HomeLifestyle_12102189510,Viettel TB: Cuoc goi cua Quy khach vua thuc hien duoc tinh gia cuoc ngoai vung khuyen mai. Tran trong.,0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q02,Có những lỗi hỏng hoặc vấn đề độ bền nào được nhắc đến?,10,9,0.8140233755111694,rag_HomeLifestyle_16043840281,"Có vô số người thông qua việc học và thực hành theo tri thức hai chân lý mà vượt qua được các khổ đau trong đời sống thật dễ dàng và an lạc. Bên cạnh đó, rất nhiều người ở các độ tuổi khác nhau, họ mắc các bệnh về tâm thần như trầm cảm, rối loạn lo âu, ảo thanh ảo giác, hoang tưởng, trầm cảm sau sinh",0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
q02,Có những lỗi hỏng hoặc vấn đề độ bền nào được nhắc đến?,10,10,0.8139200210571289,rag_Electronic_14846128907,Chưa dùng lâu nên chưa biết độ bền của dây,1,1: nhắc chưa biết độ bền của dây.
q03,Khách hàng gặp vấn đề gì về giao hàng hoặc vận chuyển?,3,1,0.8343076705932617,rag_Fashion_12183625609,"Lần đầu mua hàng tại shop mình đã có trải nghiệm thật sự rất khó chịu. Giao hàng rất nhanh tuy nhiên lần đầu mình mua trắng nhưng shop giao màu đen, 1 phần do mình đã có dự định về quần áo định mặc nên kh thể dùng luôn màu đen đc mình có nt cho shop để xem cách giải quyết ra sao thì mình nhắm tầm 4 tiếng sau mới được rep mặc dù thấy shop onl liên tục, mà trước khi được rep mình cũng phải gọi thẳng vào sdt shop và chắc là gặp đc anh chủ rồi sau đó mới có nv rep tn mình. Mình có bảo là shop giao lộn màu và sau đó hỏi shop cách giải quyết thì shop hỏi lại mình là có thể pass cho ng khác kh? Ủa tại sao mình mua hàng vì mình cần nó, mình kh nhận đc đúng hàng mình cần lại còn phải tự bỏ sức ra đi pass cho ng khác, nếu shop cho mình 1 lí do hợp lý hơn có lẻ mình cũng đã hỗ trợ pass giúp shop. Sau đó mình có bấm trả hàng cho shop cũng như đã nhận hoàn tiền và mình đặt lại đơn mới. Hôm nay mình nhận hàng đơn mới cũng trong tình trạng hộp méo mó, giày thì kh có 1 miếng mút giữ form nào, quai thì mỏng, keo kh chắc, gót giày cũng chẳng có tên hãng giống như những khách khác. TỆ!!!",1,"1: giao sai màu, phản hồi chậm, hộp méo, giày lỗi; vấn đề giao/fulfillment rõ."
q03,Khách hàng gặp vấn đề gì về giao hàng hoặc vận chuyển?,3,2,0.8317734003067017,rag_HomeLifestyle_10445700767,Đóng gói sản phẩm oki hàng vs giá tiền như vậy thì cx tạm được mau là giao về ko bị hư hại gì cả shiper giao hàng thân thiện,0,0: không trả lời trực tiếp câu truy vấn hoặc là bình luận ngoài chủ đề/nhận xu/quảng cáo.
